subscriber_id;tenure_months;plan_type;payment_method;total_watch_hours;hbo_original_share;support_tickets;satisfaction_score;monthly_fee;total_revenue;churn;device_type;active_profiles;main_genre;sessions_per_week;avg_session_min;used_trial;has_discount;months_paused;region
9253;17;Mensual (14.99);Tarjeta;13.7;0.351;1;3;15.49;263.33;0;Tablet;1.0;Comedia;2.2;35.2;0.0;0.0;0.0;España
9254;17;Mensual (14.99);Tarjeta;23.0;0.049;3;3;14.95;254.15;0;Smart TV;4.0;Documental;7.3;37.9;0.0;0.0;2.0;España
9255;26;Mensual (14.99);Tarjeta;16.6;0.185;1;3;14.37;373.62;0;Móvil;4.0;Drama;5.6;40.3;1.0;0.0;1.0;México
9256;13;Mensual (14.99);Tarjeta;24.8;0.291;1;5;14.42;187.46;0;Móvil;3.0;Comedia;7.4;40.6;1.0;0.0;0.0;México
9257;17;Mensual (14.99);Tarjeta;30.8;0.107;2;4;14.05;238.85;1;Smart TV;2.0;Familiar;2.5;35.3;0.0;1.0;1.0;España
9258;17;Mensual (14.99);PayPal;8.7;0.167;1;3;15.8;268.6;0;Ordenador;1.0;Acción;4.5;55.9;1.0;0.0;0.0;México
9259;14;Mensual (14.99);PayPal;20.0;0.182;0;4;14.74;206.36;1;Móvil;2.0;Comedia;2.8;17.9;0.0;0.0;0.0;México
9260;6;Mensual (14.99);PayPal;19.6;0.391;0;4;14.24;85.44;0;Smart TV;1.0;Comedia;5.9;69.4;0.0;0.0;0.0;México
9261;35;Mensual (14.99);PayPal;22.5;0.713;0;3;14.52;508.2;0;Móvil;2.0;Thriller;6.4;40.9;0.0;1.0;2.0;Colombia
9262;14;Anual (12.99/mes);Apple Pay/Google Pay;25.5;0.099;0;4;11.74;164.36;0;Ordenador;3.0;Acción;3.5;52.7;1.0;1.0;0.0;España
9263;8;Mensual (14.99);PayPal;32.7;0.226;0;5;15.36;122.88;0;Móvil;1.0;Thriller;2.4;33.6;1.0;0.0;0.0;España
9264;15;Mensual (14.99);Tarjeta;11.1;0.755;1;2;15.31;229.65;0;Móvil;3.0;Comedia;3.6;51.1;0.0;0.0;0.0;España
9265;27;Anual (12.99/mes);Tarjeta;7.4;0.071;2;3;13.61;367.47;0;Ordenador;2.0;Documental;5.8;64.7;0.0;1.0;0.0;México
9266;13;Mensual (14.99);Apple Pay/Google Pay;21.5;0.332;2;4;14.64;190.32;0;Móvil;2.0;Drama;1.1;74.1;1.0;0.0;0.0;España
9267;31;Familia (19.99/mes);Tarjeta;23.6;0.267;1;4;19.49;604.19;0;Ordenador;2.0;Acción;4.0;61.3;0.0;0.0;0.0;México
9268;35;Anual (12.99/mes);Tarjeta;25.8;0.058;2;4;13.09;458.15;0;Smart TV;2.0;Drama;1.8;51.8;0.0;0.0;3.0;México
9269;6;Anual (12.99/mes);PayPal;13.9;0.772;0;3;12.84;77.04;0;Móvil;2.0;Comedia;2.2;51.0;1.0;0.0;0.0;España
9270;5;Mensual (14.99);PayPal;7.4;0.548;0;3;14.05;70.25;1;Móvil;3.0;Thriller;7.8;31.1;0.0;0.0;0.0;España
9271;22;Anual (12.99/mes);PayPal;29.8;0.851;1;4;14.02;308.44;0;Móvil;2.0;Acción;4.6;18.2;1.0;0.0;3.0;España
9272;23;Anual (12.99/mes);Tarjeta;24.1;0.37;0;5;12.62;290.26;0;Tablet;3.0;Drama;1.0;36.6;0.0;0.0;0.0;Argentina
9273;25;Mensual (14.99);Tarjeta;17.0;0.561;0;2;16.17;404.25;0;Móvil;1.0;Acción;2.4;53.9;1.0;0.0;0.0;México
9274;34;Mensual (14.99);Apple Pay/Google Pay;2.8;0.673;0;1;13.91;472.94;0;Ordenador;3.0;Comedia;1.9;54.8;0.0;0.0;0.0;España
9275;26;Mensual (14.99);Tarjeta;14.6;0.411;0;3;15.79;410.54;0;Ordenador;2.0;Documental;2.9;5.0;0.0;0.0;1.0;Colombia
9276;5;Anual (12.99/mes);Tarjeta;25.6;0.503;1;4;12.98;64.9;0;Smart TV;3.0;Documental;2.8;22.6;1.0;1.0;0.0;España
9277;26;Mensual (14.99);Tarjeta;23.5;0.251;3;3;15.1;392.6;0;Smart TV;1.0;Familiar;1.8;39.8;1.0;1.0;0.0;España
9278;20;Anual (12.99/mes);Apple Pay/Google Pay;9.0;0.182;1;4;15.21;304.2;0;Tablet;2.0;Thriller;2.1;33.2;0.0;1.0;0.0;México
9279;6;Mensual (14.99);PayPal;25.0;0.406;1;4;14.45;86.7;0;Smart TV;5.0;Drama;0.9;29.4;1.0;1.0;0.0;España
9280;6;Anual (12.99/mes);Apple Pay/Google Pay;19.3;0.201;0;4;13.47;80.82;0;Móvil;2.0;Documental;8.2;58.5;1.0;1.0;0.0;Otros LATAM
9281;18;Mensual (14.99);Tarjeta;30.1;0.709;0;4;15.85;285.3;0;Móvil;2.0;Acción;2.6;41.9;1.0;0.0;0.0;Chile
9282;4;Mensual (14.99);Tarjeta;14.4;0.507;5;1;15.69;62.76;0;Smart TV;1.0;Acción;6.1;58.1;1.0;1.0;1.0;España
9283;17;Mensual (14.99);Tarjeta;15.1;0.738;2;2;14.94;253.98;0;Móvil;2.0;Acción;1.2;15.3;1.0;1.0;0.0;México
9284;14;Mensual (14.99);Apple Pay/Google Pay;20.9;0.163;0;4;14.66;205.24;0;Smart TV;3.0;Documental;4.2;41.8;0.0;0.0;0.0;Colombia
9285;14;Mensual (14.99);Tarjeta;16.7;0.768;1;3;15.16;212.24;0;Móvil;1.0;Acción;1.1;33.6;1.0;1.0;2.0;Argentina
9286;13;Mensual (14.99);Tarjeta;13.0;0.656;1;3;15.75;204.75;0;Móvil;2.0;Thriller;3.4;46.6;0.0;0.0;0.0;Colombia
9287;7;Mensual (14.99);PayPal;34.7;0.526;0;5;15.66;109.62;0;Ordenador;3.0;Acción;4.7;5.0;1.0;1.0;1.0;México
9288;15;Familia (19.99/mes);Tarjeta;31.4;0.473;1;5;19.58;293.7;0;Ordenador;2.0;Drama;4.6;75.7;1.0;0.0;1.0;México
9289;19;Anual (12.99/mes);Tarjeta;12.3;0.67;1;3;12.81;243.39;0;Móvil;1.0;Comedia;11.6;37.7;0.0;1.0;0.0;Colombia
9290;35;Mensual (14.99);Apple Pay/Google Pay;21.8;0.235;0;5;14.99;524.65;0;Smart TV;1.0;Documental;2.5;50.7;0.0;0.0;0.0;España
9291;17;Mensual (14.99);Tarjeta;7.7;0.677;2;2;15.38;261.46;0;Móvil;1.0;Acción;3.3;60.1;1.0;1.0;0.0;España
9292;35;Mensual (14.99);Tarjeta;33.6;0.291;3;3;15.38;538.3;0;Móvil;1.0;Drama;1.4;65.1;0.0;1.0;0.0;Chile
9293;19;Anual (12.99/mes);Tarjeta;26.1;0.797;2;2;12.8;243.2;0;Smart TV;1.0;Comedia;3.5;36.7;1.0;0.0;2.0;Otros LATAM
9294;20;Mensual (14.99);Tarjeta;28.0;0.587;0;5;15.96;319.2;0;Tablet;3.0;Acción;0.5;62.2;1.0;1.0;0.0;Argentina
9295;36;Mensual (14.99);Tarjeta;18.0;0.151;2;3;14.55;523.8;0;Smart TV;1.0;Thriller;4.8;61.6;0.0;0.0;2.0;Argentina
9296;35;Mensual (14.99);PayPal;29.4;0.274;1;5;15.96;558.6;0;Ordenador;4.0;Documental;0.8;40.6;1.0;0.0;0.0;Argentina
9297;32;Anual (12.99/mes);Tarjeta;29.4;0.16;0;5;13.27;424.64;0;Móvil;2.0;Acción;5.2;48.3;1.0;1.0;1.0;México
9298;24;Mensual (14.99);Apple Pay/Google Pay;18.7;0.878;1;2;15.83;379.92;0;Tablet;2.0;Familiar;3.4;29.1;0.0;0.0;0.0;Argentina
9299;17;Anual (12.99/mes);Tarjeta;10.8;0.64;1;2;14.03;238.51;0;Móvil;1.0;Acción;3.5;38.4;0.0;0.0;0.0;México
9300;7;Mensual (14.99);Tarjeta;23.5;0.641;0;4;14.39;100.73;0;Ordenador;1.0;Acción;7.3;50.4;1.0;0.0;1.0;España
9301;1;Mensual (14.99);Tarjeta;19.0;0.46;0;4;14.19;14.19;0;Ordenador;4.0;Comedia;5.2;67.2;1.0;0.0;1.0;España
9302;35;Mensual (14.99);PayPal;34.8;0.333;0;5;16.33;571.55;0;Móvil;3.0;Comedia;2.8;41.9;1.0;1.0;0.0;España
9303;32;Mensual (14.99);Tarjeta;20.4;0.366;0;4;16.32;522.24;0;Smart TV;1.0;Acción;1.3;38.8;1.0;0.0;0.0;España
9304;36;Mensual (14.99);Apple Pay/Google Pay;20.9;0.239;3;3;15.27;549.72;0;Móvil;3.0;Acción;4.0;44.5;1.0;1.0;0.0;México
9305;13;Mensual (14.99);PayPal;26.5;0.308;1;5;15.01;195.13;0;Ordenador;1.0;Thriller;4.5;21.9;1.0;1.0;0.0;España
9306;6;Mensual (14.99);Apple Pay/Google Pay;20.0;0.303;0;5;13.81;82.86;0;Ordenador;3.0;Drama;2.1;26.6;1.0;0.0;2.0;México
9307;14;Mensual (14.99);PayPal;25.6;0.436;0;4;14.76;206.64;0;Tablet;4.0;Acción;3.6;36.8;1.0;1.0;0.0;Colombia
9308;15;Mensual (14.99);Tarjeta;15.7;0.696;2;3;14.61;219.15;1;Móvil;3.0;Drama;2.3;29.3;1.0;0.0;0.0;España
9309;4;Familia (19.99/mes);Apple Pay/Google Pay;11.1;0.327;1;4;20.61;82.44;0;Móvil;3.0;Comedia;2.4;16.1;1.0;0.0;0.0;Colombia
9310;16;Mensual (14.99);Apple Pay/Google Pay;12.7;0.299;0;4;15.33;245.28;0;Ordenador;2.0;Drama;8.7;45.5;1.0;1.0;1.0;Chile
9311;28;Mensual (14.99);Apple Pay/Google Pay;17.3;0.431;2;4;16.38;458.64;0;Smart TV;1.0;Drama;3.6;76.4;1.0;1.0;0.0;España
9312;16;Mensual (14.99);Tarjeta;20.9;0.684;0;3;13.37;213.92;0;Ordenador;3.0;Thriller;0.8;45.3;0.0;0.0;0.0;México
9313;4;Mensual (14.99);PayPal;24.0;0.741;0;4;15.48;61.92;0;Móvil;2.0;Documental;5.2;8.9;0.0;1.0;0.0;México
9314;26;Mensual (14.99);Tarjeta;23.6;0.56;1;4;14.49;376.74;0;Smart TV;4.0;Drama;1.6;56.8;0.0;0.0;0.0;España
9315;28;Mensual (14.99);Tarjeta;20.1;0.178;1;4;14.96;418.88;0;Móvil;2.0;Acción;4.6;53.2;0.0;0.0;0.0;España
9316;32;Mensual (14.99);PayPal;11.4;0.195;0;3;15.79;505.28;0;Smart TV;1.0;Thriller;2.4;54.8;1.0;0.0;1.0;México
9317;2;Mensual (14.99);Apple Pay/Google Pay;25.6;0.322;0;4;14.82;29.64;0;Móvil;1.0;Thriller;1.5;27.6;0.0;0.0;0.0;México
9318;31;Anual (12.99/mes);PayPal;8.0;0.352;2;3;15.57;482.67;0;Móvil;2.0;Comedia;7.1;53.5;1.0;0.0;0.0;México
9319;3;Mensual (14.99);Apple Pay/Google Pay;10.7;0.604;2;3;14.7;44.1;0;Ordenador;2.0;Acción;1.5;56.4;1.0;0.0;0.0;Argentina
9320;8;Mensual (14.99);Tarjeta;20.4;0.422;1;2;14.66;117.28;0;Móvil;4.0;Acción;1.3;49.6;1.0;1.0;1.0;México
9321;24;Mensual (14.99);Tarjeta;26.4;0.521;1;4;13.58;325.92;0;Ordenador;1.0;Comedia;0.7;47.0;1.0;1.0;2.0;Chile
9322;15;Mensual (14.99);PayPal;25.0;0.249;1;4;15.3;229.5;0;Tablet;3.0;Comedia;3.1;43.9;0.0;0.0;2.0;Argentina
9323;31;Anual (12.99/mes);Tarjeta;19.2;0.224;0;4;13.05;404.55;0;Móvil;2.0;Comedia;2.6;70.2;1.0;0.0;0.0;España
9324;9;Mensual (14.99);Apple Pay/Google Pay;23.6;0.587;0;4;13.83;124.47;0;Móvil;2.0;Acción;6.1;42.3;0.0;1.0;1.0;Chile
9325;2;Mensual (14.99);Tarjeta;11.5;0.646;1;2;14.65;29.3;0;Smart TV;2.0;Drama;3.2;60.9;0.0;0.0;0.0;Chile
9326;8;Mensual (14.99);Tarjeta;15.5;0.537;3;2;15.53;124.24;0;Tablet;2.0;Drama;2.0;52.7;1.0;0.0;0.0;México
9327;7;Mensual (14.99);Tarjeta;15.6;0.599;2;2;14.04;98.28;0;Móvil;1.0;Thriller;4.6;63.3;0.0;0.0;2.0;España
9328;16;Anual (12.99/mes);Tarjeta;12.2;0.3;1;4;12.38;198.08;0;Smart TV;1.0;Thriller;2.2;67.1;0.0;0.0;0.0;Colombia
9329;35;Mensual (14.99);Apple Pay/Google Pay;17.1;0.075;2;3;15.16;530.6;0;Móvil;1.0;Thriller;1.7;54.8;0.0;0.0;1.0;España
9330;30;Mensual (14.99);Tarjeta;18.3;0.551;1;3;15.45;463.5;0;Smart TV;3.0;Acción;5.0;49.8;1.0;0.0;0.0;México
9331;10;Mensual (14.99);Tarjeta;16.3;0.611;0;3;16.05;160.5;0;Móvil;3.0;Familiar;6.2;73.1;1.0;0.0;0.0;México
9332;18;Mensual (14.99);Apple Pay/Google Pay;17.9;0.348;1;4;17.59;316.62;0;Smart TV;3.0;Thriller;4.2;50.1;0.0;0.0;0.0;Argentina
9333;5;Mensual (14.99);Tarjeta;0.5;0.429;0;3;14.82;74.1;0;Smart TV;4.0;Acción;2.6;53.9;1.0;0.0;0.0;España
9334;29;Mensual (14.99);Apple Pay/Google Pay;23.1;0.532;1;3;13.51;391.79;0;Smart TV;2.0;Drama;4.9;70.3;0.0;1.0;0.0;México
9335;34;Anual (12.99/mes);Tarjeta;16.8;0.348;1;4;11.63;395.42;0;Ordenador;3.0;Documental;2.7;55.0;0.0;0.0;0.0;Otros LATAM
9336;23;Mensual (14.99);Tarjeta;16.7;0.589;0;1;17.48;402.04;0;Ordenador;3.0;Documental;1.7;14.8;1.0;1.0;0.0;Chile
9337;5;Mensual (14.99);Apple Pay/Google Pay;8.9;0.381;0;2;14.85;74.25;1;Smart TV;4.0;Thriller;4.5;8.0;0.0;0.0;0.0;México
9338;30;Mensual (14.99);Apple Pay/Google Pay;32.4;0.656;3;4;16.32;489.6;0;Ordenador;3.0;Drama;4.1;21.1;1.0;0.0;1.0;Otros LATAM
9339;6;Mensual (14.99);Tarjeta;32.8;0.354;0;5;15.62;93.72;0;Smart TV;1.0;Acción;4.5;30.4;1.0;0.0;0.0;España
9340;4;Mensual (14.99);PayPal;6.7;0.207;0;2;13.9;55.6;0;Smart TV;3.0;Drama;5.6;42.9;0.0;0.0;0.0;España
9341;29;Familia (19.99/mes);Apple Pay/Google Pay;18.1;0.632;1;4;19.4;562.6;0;Smart TV;2.0;Drama;5.7;50.4;1.0;0.0;0.0;Argentina
9342;23;Anual (12.99/mes);Tarjeta;27.4;0.544;0;3;14.82;340.86;0;Smart TV;1.0;Acción;3.0;27.4;0.0;0.0;0.0;Argentina
9343;6;Mensual (14.99);Tarjeta;17.1;0.275;0;3;14.46;86.76;0;Smart TV;1.0;Drama;2.8;51.7;1.0;1.0;0.0;México
9344;32;Mensual (14.99);Tarjeta;15.2;0.203;2;2;15.3;489.6;0;Tablet;3.0;Thriller;3.8;30.5;0.0;0.0;0.0;Colombia
9345;18;Mensual (14.99);Tarjeta;14.6;0.254;0;3;15.0;270.0;0;Ordenador;2.0;Drama;3.5;59.1;1.0;0.0;0.0;Otros LATAM
9346;15;Mensual (14.99);Tarjeta;22.5;0.784;2;4;13.17;197.55;0;Smart TV;2.0;Acción;5.9;62.0;1.0;1.0;1.0;Argentina
9347;32;Anual (12.99/mes);Apple Pay/Google Pay;40.9;0.138;1;5;14.71;470.72;0;Ordenador;1.0;Thriller;0.5;59.6;1.0;1.0;0.0;México
9348;9;Mensual (14.99);Tarjeta;26.6;0.408;0;5;13.89;125.01;0;Ordenador;1.0;Drama;6.1;40.1;1.0;1.0;0.0;Argentina
9349;10;Mensual (14.99);Apple Pay/Google Pay;11.1;0.145;2;1;15.0;150.0;1;Smart TV;4.0;Comedia;2.0;85.6;0.0;0.0;1.0;México
9350;20;Anual (12.99/mes);Tarjeta;15.0;0.23;1;4;12.23;244.6;0;Smart TV;2.0;Familiar;5.4;26.8;0.0;0.0;0.0;Argentina
9351;6;Mensual (14.99);PayPal;17.9;0.576;1;3;15.8;94.8;0;Móvil;2.0;Acción;3.2;34.9;1.0;0.0;0.0;Argentina
9352;3;Anual (12.99/mes);PayPal;13.1;0.651;0;3;13.11;39.33;0;Smart TV;1.0;Drama;13.1;57.1;0.0;0.0;0.0;Otros LATAM
9353;11;Anual (12.99/mes);Tarjeta;11.6;0.155;2;2;14.17;155.87;0;Tablet;1.0;Familiar;2.5;44.6;1.0;0.0;2.0;México
9354;17;Mensual (14.99);Tarjeta;26.0;0.767;1;3;16.76;284.92;0;Smart TV;1.0;Drama;1.1;68.5;1.0;0.0;1.0;Colombia
9355;32;Mensual (14.99);Tarjeta;16.0;0.181;0;5;15.87;507.84;0;Ordenador;1.0;Acción;2.2;10.9;0.0;0.0;1.0;Otros LATAM
9356;4;Anual (12.99/mes);PayPal;23.0;0.195;0;4;13.41;53.64;0;Ordenador;1.0;Thriller;5.2;46.2;1.0;1.0;1.0;España
9357;4;Anual (12.99/mes);Tarjeta;34.3;0.18;1;5;12.49;49.96;0;Móvil;1.0;Drama;2.0;26.9;1.0;0.0;0.0;México
9358;17;Mensual (14.99);Tarjeta;15.8;0.247;2;4;14.63;248.71;1;Smart TV;3.0;Drama;1.3;40.4;1.0;1.0;0.0;México
9359;19;Mensual (14.99);Apple Pay/Google Pay;22.2;0.151;1;2;15.68;297.92;0;Smart TV;2.0;Acción;11.7;44.7;0.0;0.0;3.0;México
9360;5;Mensual (14.99);Apple Pay/Google Pay;11.8;0.383;1;4;15.01;75.05;1;Ordenador;3.0;Acción;4.0;42.1;1.0;0.0;0.0;Argentina
9361;32;Mensual (14.99);Tarjeta;23.3;0.49;0;5;16.24;519.68;0;Smart TV;1.0;Documental;0.7;30.9;0.0;0.0;3.0;España
9362;22;Mensual (14.99);Tarjeta;30.4;0.248;1;5;16.26;357.72;0;Smart TV;1.0;Acción;2.2;47.8;1.0;0.0;0.0;Otros LATAM
9363;6;Mensual (14.99);PayPal;30.0;0.095;0;5;15.27;91.62;0;Smart TV;2.0;Comedia;6.9;65.6;1.0;0.0;2.0;México
9364;35;Mensual (14.99);Apple Pay/Google Pay;20.3;0.371;2;3;14.35;502.25;0;Smart TV;1.0;Comedia;0.5;38.2;1.0;0.0;0.0;Chile
9365;22;Mensual (14.99);Tarjeta;15.8;0.109;1;3;14.85;326.7;0;Smart TV;1.0;Comedia;6.1;73.5;0.0;0.0;0.0;Otros LATAM
9366;1;Familia (19.99/mes);Tarjeta;21.9;0.212;1;5;20.76;20.76;0;Móvil;3.0;Comedia;2.2;56.5;1.0;1.0;2.0;España
9367;20;Anual (12.99/mes);Apple Pay/Google Pay;20.4;0.672;1;3;12.06;241.2;0;Smart TV;4.0;Drama;4.4;41.6;1.0;1.0;0.0;México
9368;22;Mensual (14.99);Apple Pay/Google Pay;23.7;0.406;3;2;15.81;347.82;1;Smart TV;1.0;Drama;2.4;38.2;0.0;1.0;1.0;Colombia
9369;11;Mensual (14.99);PayPal;14.9;0.745;1;4;14.35;157.85;0;Smart TV;3.0;Comedia;4.2;52.5;0.0;1.0;0.0;España
9370;13;Mensual (14.99);Tarjeta;16.8;0.707;0;3;14.52;188.76;0;Smart TV;2.0;Comedia;1.9;36.2;1.0;0.0;0.0;México
9371;3;Mensual (14.99);Tarjeta;18.3;0.721;0;4;14.4;43.2;0;Móvil;2.0;Documental;6.4;56.1;1.0;0.0;0.0;México
9372;9;Familia (19.99/mes);PayPal;25.3;0.629;0;4;19.02;171.18;0;Smart TV;4.0;Documental;2.9;37.9;1.0;0.0;3.0;Argentina
9373;12;Mensual (14.99);Tarjeta;26.4;0.423;0;5;16.14;193.68;0;Smart TV;2.0;Documental;1.0;33.6;1.0;0.0;0.0;México
9374;23;Familia (19.99/mes);Tarjeta;16.5;0.5;2;2;20.26;465.98;0;Móvil;3.0;Drama;6.2;43.7;0.0;0.0;0.0;Argentina
9375;14;Mensual (14.99);Tarjeta;10.8;0.479;1;2;14.33;200.62;1;Smart TV;3.0;Drama;2.0;68.7;0.0;0.0;0.0;México
9376;33;Mensual (14.99);Tarjeta;22.9;0.296;1;4;14.57;480.81;0;Ordenador;2.0;Documental;3.0;27.0;1.0;1.0;1.0;México
9377;18;Mensual (14.99);Tarjeta;25.9;0.55;0;5;16.14;290.52;0;Ordenador;3.0;Drama;3.7;24.6;1.0;0.0;0.0;México
9378;9;Mensual (14.99);Apple Pay/Google Pay;18.9;0.808;0;4;14.79;133.11;0;Smart TV;3.0;Drama;5.4;35.1;1.0;0.0;2.0;España
9379;23;Mensual (14.99);PayPal;14.3;0.139;0;4;15.6;358.8;0;Móvil;2.0;Comedia;5.8;24.7;1.0;0.0;0.0;España
9380;10;Anual (12.99/mes);Apple Pay/Google Pay;16.2;0.421;0;3;12.83;128.3;0;Móvil;1.0;Thriller;3.7;52.8;1.0;0.0;0.0;México
9381;19;Anual (12.99/mes);Apple Pay/Google Pay;33.1;0.604;1;3;13.64;259.16;0;Tablet;1.0;Drama;6.2;42.6;1.0;1.0;1.0;Chile
9382;5;Anual (12.99/mes);Tarjeta;21.8;0.269;2;5;12.35;61.75;0;Smart TV;2.0;Comedia;3.3;49.7;1.0;0.0;0.0;México
9383;23;Anual (12.99/mes);Tarjeta;28.1;0.61;0;4;12.21;280.83;0;Móvil;2.0;Drama;6.9;50.1;1.0;1.0;1.0;España
9384;30;Anual (12.99/mes);Tarjeta;13.6;0.026;0;5;12.93;387.9;0;Móvil;1.0;Drama;1.1;37.8;1.0;0.0;0.0;España
9385;25;Mensual (14.99);Tarjeta;29.7;0.619;0;5;15.56;389.0;0;Ordenador;1.0;Acción;4.0;32.3;1.0;0.0;0.0;Colombia
9386;28;Mensual (14.99);Apple Pay/Google Pay;27.2;0.683;0;2;14.64;409.92;0;Smart TV;1.0;Comedia;4.4;68.4;1.0;0.0;0.0;España
9387;34;Anual (12.99/mes);Tarjeta;19.2;0.246;2;3;12.83;436.22;0;Móvil;1.0;Comedia;4.8;49.8;1.0;1.0;1.0;España
9388;25;Mensual (14.99);Tarjeta;24.9;0.524;0;4;15.12;378.0;0;Smart TV;2.0;Drama;3.5;17.3;0.0;0.0;0.0;España
9389;10;Anual (12.99/mes);PayPal;30.4;0.15;0;4;12.55;125.5;0;Smart TV;1.0;Acción;2.7;44.0;1.0;0.0;0.0;Argentina
9390;14;Mensual (14.99);Tarjeta;11.1;0.64;0;3;14.44;202.16;0;Smart TV;1.0;Familiar;1.9;30.0;1.0;0.0;0.0;Chile
9391;30;Mensual (14.99);PayPal;15.8;0.647;1;2;15.14;454.2;0;Móvil;1.0;Comedia;5.1;51.0;0.0;0.0;2.0;España
9392;25;Familia (19.99/mes);Tarjeta;24.2;0.25;1;5;21.04;526.0;0;Ordenador;5.0;Comedia;6.4;59.6;1.0;0.0;0.0;Otros LATAM
9393;14;Mensual (14.99);Tarjeta;20.2;0.183;0;4;14.42;201.88;1;Móvil;1.0;Drama;4.3;34.5;0.0;0.0;1.0;España
9394;35;Mensual (14.99);Tarjeta;23.3;0.244;1;4;14.77;516.95;0;Smart TV;2.0;Familiar;7.8;56.1;0.0;0.0;0.0;España
9395;34;Anual (12.99/mes);Apple Pay/Google Pay;25.5;0.264;2;3;13.35;453.9;0;Móvil;3.0;Drama;3.3;62.7;0.0;1.0;0.0;México
9396;10;Familia (19.99/mes);Tarjeta;24.0;0.666;1;3;20.16;201.6;0;Smart TV;1.0;Drama;4.9;48.9;1.0;1.0;0.0;España
9397;35;Mensual (14.99);Tarjeta;18.0;0.293;2;3;16.11;563.85;0;Tablet;5.0;Comedia;5.0;34.2;0.0;0.0;0.0;España
9398;11;Anual (12.99/mes);Tarjeta;18.5;0.085;4;3;12.97;142.67;0;Smart TV;1.0;Acción;5.0;67.9;1.0;0.0;2.0;Argentina
9399;11;Familia (19.99/mes);Tarjeta;32.4;0.549;2;4;18.9;207.9;0;Móvil;4.0;Drama;6.4;68.0;1.0;0.0;0.0;España
9400;21;Familia (19.99/mes);Tarjeta;20.7;0.593;3;1;19.05;400.05;0;Smart TV;2.0;Documental;4.7;44.4;1.0;1.0;0.0;México
9401;21;Familia (19.99/mes);PayPal;30.8;0.708;0;5;21.01;441.21;0;Móvil;2.0;Drama;1.5;45.5;1.0;0.0;0.0;Argentina
9402;22;Mensual (14.99);PayPal;31.4;0.702;2;5;14.02;308.44;0;Tablet;2.0;Drama;8.0;49.1;1.0;0.0;0.0;España
9403;7;Mensual (14.99);PayPal;13.8;0.396;0;4;14.87;104.09;0;Smart TV;5.0;Comedia;6.1;38.9;1.0;1.0;0.0;Chile
9404;17;Mensual (14.99);Tarjeta;25.9;0.37;1;4;14.12;240.04;0;Ordenador;2.0;Drama;2.1;41.8;0.0;1.0;1.0;España
9405;2;Mensual (14.99);Tarjeta;11.4;0.818;2;3;15.01;30.02;0;Ordenador;4.0;Drama;2.7;35.1;0.0;1.0;0.0;Chile
9406;12;Mensual (14.99);Tarjeta;32.9;0.655;0;5;15.21;182.52;0;Smart TV;1.0;Acción;4.4;63.2;1.0;0.0;0.0;Colombia
9407;18;Mensual (14.99);Tarjeta;21.5;0.323;1;4;15.25;274.5;0;Ordenador;4.0;Comedia;3.8;20.4;1.0;0.0;0.0;España
9408;11;Mensual (14.99);Tarjeta;21.1;0.545;1;3;14.9;163.9;0;Móvil;1.0;Documental;4.9;37.6;1.0;0.0;0.0;España
9409;16;Mensual (14.99);Tarjeta;13.1;0.217;2;3;13.9;222.4;0;Smart TV;1.0;Acción;1.7;59.9;0.0;0.0;0.0;España
9410;18;Mensual (14.99);PayPal;15.1;0.214;1;2;14.54;261.72;0;Móvil;1.0;Acción;3.7;45.3;1.0;0.0;0.0;Colombia
9411;35;Anual (12.99/mes);PayPal;21.8;0.471;1;4;12.5;437.5;0;Móvil;4.0;Familiar;2.8;28.4;1.0;1.0;0.0;México
9412;26;Mensual (14.99);Apple Pay/Google Pay;20.7;0.705;1;4;15.79;410.54;0;Ordenador;2.0;Acción;2.6;37.2;0.0;0.0;0.0;España
9413;16;Mensual (14.99);PayPal;16.9;0.574;0;2;14.52;232.32;0;Smart TV;1.0;Documental;1.8;66.8;1.0;1.0;0.0;España
9414;6;Mensual (14.99);Tarjeta;27.0;0.732;1;2;13.47;80.82;0;Tablet;2.0;Drama;1.6;62.9;1.0;0.0;1.0;México
9415;12;Mensual (14.99);Tarjeta;20.0;0.293;1;4;15.68;188.16;0;Ordenador;2.0;Comedia;2.0;42.4;0.0;1.0;3.0;España
9416;13;Familia (19.99/mes);Tarjeta;11.9;0.21;1;5;20.38;264.94;0;Móvil;1.0;Thriller;2.3;28.3;1.0;0.0;0.0;Argentina
9417;4;Mensual (14.99);Tarjeta;25.8;0.824;1;5;14.49;57.96;0;Ordenador;1.0;Thriller;4.1;58.9;1.0;1.0;0.0;Otros LATAM
9418;2;Mensual (14.99);Tarjeta;10.7;0.507;0;3;13.99;27.98;0;Ordenador;1.0;Familiar;6.3;36.7;1.0;0.0;0.0;México
9419;26;Mensual (14.99);Tarjeta;4.6;0.043;0;4;14.62;380.12;0;Móvil;4.0;Acción;4.3;77.1;0.0;0.0;0.0;Chile
9420;27;Mensual (14.99);Tarjeta;20.8;0.578;0;5;14.99;404.73;0;Smart TV;3.0;Drama;4.1;33.8;0.0;1.0;0.0;España
9421;27;Mensual (14.99);PayPal;11.8;0.553;0;2;15.47;417.69;0;Tablet;1.0;Thriller;5.4;52.1;1.0;1.0;0.0;España
9422;15;Mensual (14.99);PayPal;21.4;0.611;0;2;16.41;246.15;0;Ordenador;4.0;Comedia;8.4;65.1;0.0;0.0;0.0;España
